LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.325, Time: 4.692282 s
         1520114 function calls (1504981 primitive calls) in 5.733 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 core.py:4279(<genexpr>)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       65    0.000    0.000    0.000    0.000 results.py:257(__bool__)
        1    0.000    0.000    0.000    0.000 collections.py:1909(TriMesh)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:203(_add_array_type)
        1    0.000    0.000    0.000    0.000 cbook.py:120(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
      156    0.000    0.000    0.000    0.000 core.py:805(postParse)
        1    0.000    0.000    0.000    0.000 rcsetup.py:256(_validate_toolbar)
        1    0.000    0.000    0.000    0.000 threading.py:1008(_set_tstate_lock)
       31    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       28    0.000    0.000    0.000    0.000 ipaddress.py:1854(_split_scope_id)
        1    0.000    0.000    0.000    0.000 {built-in method winreg.OpenKey}
       30    0.000    0.000    0.000    0.000 numeric.py:1855(isscalar)
        3    0.000    0.000    0.000    0.000 datetime.py:1677(__new__)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ImageMode.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wintypes.py:155(WIN32_FIND_DATAW)
      134    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 polynomial.py:1472(Polynomial)
        1    0.000    0.000    0.000    0.000 __init__.py:882(__init__)
       57    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:74(_add_types)
        1    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
        1    0.000    0.000    0.000    0.000 functools.py:861(<lambda>)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:71(_from_ctypes_scalar)
       57    0.000    0.000    0.000    0.000 __init__.py:152(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:326(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 _mathtext.py:749(StixFonts)
        8    0.000    0.000    0.000    0.000 rrule.py:77(<genexpr>)
        1    0.000    0.000    0.000    0.000 quiver.py:235(QuiverKey)
       25    0.000    0.000    0.000    0.000 _parser.py:297(checkgroupname)
        2    0.000    0.000    0.000    0.000 offsetbox.py:45(_compat_get_offset)
       10    0.000    0.000    0.000    0.000 enum.py:1349(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 _add_newdocs_scalars.py:54(_get_platform_and_machine)
       41    0.000    0.000    0.000    0.000 version.py:205(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:906(AnchoredOffsetbox)
       12    0.000    0.000    0.000    0.000 dataclasses.py:449(_field_init)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
       27    0.000    0.000    0.000    0.000 <frozen os>:742(check_str)
        1    0.000    0.000    0.000    0.000 art3d.py:641(Path3DCollection)
        1    0.000    0.000    0.000    0.000 patches.py:936(PathPatch)
        1    0.000    0.000    0.000    0.000 figure.py:2149(SubFigure)
      173    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:119(Cycler)
        4    0.000    0.000    0.000    0.000 core.py:5249(_generateDefaultName)
       51    0.000    0.000    0.000    0.000 numeric.py:63(_zeros_like_dispatcher)
        2    0.000    0.000    0.000    0.000 core.py:2952(_update_from)
       15    0.000    0.000    0.000    0.000 enum.py:1145(_generate_next_value_)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:123(_add_integer_aliases)
       32    0.000    0.000    0.000    0.000 cbook.py:1862(_str_lower_equal)
        1    0.000    0.000    0.000    0.000 _parser.py:1373(_result)
        6    0.000    0.000    0.000    0.000 weakref.py:289(update)
        1    0.000    0.000    0.000    0.000 ImageSequence.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:26(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:677(Bbox)
        1    0.000    0.000    0.000    0.000 _common.py:149(_tzinfo)
        1    0.000    0.000    0.000    0.000 tz.py:41(tzutc)
        1    0.000    0.000    0.000    0.000 calendar.py:52(_localized_month)
       24    0.000    0.000    0.000    0.000 patches.py:2269(<genexpr>)
       16    0.000    0.000    0.000    0.000 _internal.py:920(npy_ctypes_check)
      135    0.000    0.000    0.000    0.000 six.py:93(__init__)
        7    0.000    0.000    0.000    0.000 legend_handler.py:171(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:667(with_name)
        1    0.000    0.000    0.000    0.000 collections.py:1302(RegularPolyCollection)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002A0BA21F1A0}
       14    0.000    0.000    0.000    0.000 types.py:164(__init__)
        4    0.000    0.000    0.000    0.000 legend_handler.py:214(__init__)
        1    0.000    0.000    0.000    0.000 pprint.py:106(PrettyPrinter)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1220(__init__)
       55    0.000    0.000    0.000    0.000 colors.py:404(<genexpr>)
       18    0.000    0.000    0.000    0.000 __init__.py:438(<dictcomp>)
        1    0.000    0.000    0.000    0.000 art3d.py:183(Line3D)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
        5    0.000    0.000    0.000    0.000 deprecation.py:350(<genexpr>)
        3    0.000    0.000    0.000    0.000 core.py:710(<listcomp>)
        1    0.000    0.000    0.000    0.000 _nested_sequence.py:19(_NestedSequence)
       57    0.000    0.000    0.000    0.000 __init__.py:265(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:116(__diag__)
        1    0.000    0.000    0.000    0.000 datetime.py:1315(time)
        1    0.000    0.000    0.000    0.000 mathtext.py:37(MathTextParser)
        2    0.000    0.000    0.000    0.000 rcsetup.py:445(<listcomp>)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 testing.py:124(TestParseResultsAsserts)
        1    0.000    0.000    0.000    0.000 colors.py:62(__init__)
       48    0.000    0.000    0.000    0.000 {method 'issuperset' of 'set' objects}
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1883(IPv6Address)
        2    0.000    0.000    0.000    0.000 dataclasses.py:392(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 __init__.py:187(<dictcomp>)
       28    0.000    0.000    0.000    0.000 cbook.py:1851(_str_equal)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        4    0.000    0.000    0.000    0.000 typing.py:1529(__mro_entries__)
        1    0.000    0.000    0.000    0.000 polynomial.py:1077(poly1d)
       48    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 axis3d.py:732(XAxis)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:51(normcase)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tripcolor.py:1(<module>)
       53    0.000    0.000    0.000    0.000 util.py:280(replaced_by_pep8)
        1    0.000    0.000    0.000    0.000 dviread.py:831(PsfontsMap)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 dataclasses.py:401(_tuple_str)
        1    0.000    0.000    0.000    0.000 collections.py:1972(_MeshData)
        2    0.000    0.000    0.000    0.000 datetime.py:1340(__new__)
        2    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
       51    0.000    0.000    0.000    0.000 fromnumeric.py:2416(_all_dispatcher)
        8    0.000    0.000    0.000    0.000 __init__.py:56(__init_subclass__)
        1    0.000    0.000    0.000    0.000 random.py:800(getrandbits)
       32    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
       69    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 threading.py:583(set)
        1    0.000    0.000    0.000    0.000 artist.py:88(_finalize_rasterization)
       82    0.000    0.000    0.000    0.000 __init__.py:96(<lambda>)
        1    0.000    0.000    0.000    0.000 tempfile.py:665(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 linalg.py:43(EighResult)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        1    0.000    0.000    0.000    0.000 threading.py:555(__init__)
       56    0.000    0.000    0.000    0.000 core.py:4031(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 linalg.py:47(QRResult)
        1    0.000    0.000    0.000    0.000 __init__.py:67(register)
        4    0.000    0.000    0.000    0.000 <frozen ntpath>:538(normpath)
       68    0.000    0.000    0.000    0.000 inspect.py:3036(return_annotation)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:9(Gcf)
       54    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        5    0.000    0.000    0.000    0.000 weakref.py:510(update)
        2    0.000    0.000    0.000    0.000 types.py:98(prepare_class)
        4    0.000    0.000    0.000    0.000 rcsetup.py:221(validate_fonttype)
        1    0.000    0.000    0.000    0.000 polar.py:804(PolarAxes)
       14    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       31    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 chebyshev.py:1995(Chebyshev)
       28    0.000    0.000    0.000    0.000 core.py:696(<genexpr>)
        3    0.000    0.000    0.000    0.000 legend_handler.py:433(__init__)
       51    0.000    0.000    0.000    0.000 multiarray.py:85(empty_like)
        2    0.000    0.000    0.000    0.000 core.py:3681(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:151(_set_up_aliases)
        3    0.000    0.000    0.000    0.000 glob.py:222(has_magic)
        3    0.000    0.000    0.000    0.000 core.py:4963(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 __init__.py:21(__deprecated_private_func)
        1    0.000    0.000    0.000    0.000 tz.py:132(tzoffset)
       20    0.000    0.000    0.000    0.000 inspect.py:3056(<genexpr>)
        1    0.000    0.000    0.000    0.000 datetime.py:1669(datetime)
        1    0.000    0.000    0.000    0.000 linalg.py:51(SlogdetResult)
       33    0.000    0.000    0.000    0.000 results.py:21(__init__)
       38    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        5    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        6    0.000    0.000    0.000    0.000 deprecation.py:239(__init__)
       55    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 defchararray.py:1922(chararray)
        1    0.000    0.000    0.000    0.000 __init__.py:576(__init__)
        1    0.000    0.000    0.000    0.000 _tight_layout.py:1(<module>)
       10    0.000    0.000    0.000    0.000 axis.py:2259(_make_getset_interval)
        7    0.000    0.000    0.000    0.000 rrule.py:70(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:857(Path)
        1    0.000    0.000    0.000    0.000 calendar.py:54(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:4787(__init__)
        5    0.000    0.000    0.000    0.000 <frozen io>:60(__getattr__)
        1    0.000    0.000    0.000    0.000 __init__.py:386(__getattr__)
        7    0.000    0.000    0.000    0.000 core.py:2544(_arraymethod)
        1    0.000    0.000    0.000    0.000 legend_handler.py:633(__init__)
       47    0.000    0.000    0.000    0.000 core.py:4267(<genexpr>)
        6    0.000    0.000    0.000    0.000 rcsetup.py:174(_make_type_validator)
       56    0.000    0.000    0.000    0.000 pathlib.py:327(_select_from)
        1    0.000    0.000    0.000    0.000 textpath.py:26(__init__)
       12    0.000    0.000    0.000    0.000 dataclasses.py:287(__init__)
        1    0.000    0.000    0.000    0.000 ast.py:76(_convert_signed_num)
        1    0.000    0.000    0.000    0.000 rcsetup.py:286(_validate_color_or_linecolor)
        1    0.000    0.000    0.000    0.000 _mathtext.py:434(BakomaFonts)
        1    0.000    0.000    0.000    0.000 transforms.py:1153(LockableBbox)
        1    0.000    0.000    0.000    0.000 ImageChops.py:1(<module>)
        6    0.000    0.000    0.000    0.000 inspect.py:1441(formatannotation)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 art3d.py:76(Text3D)
       22    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        1    0.000    0.000    0.000    0.000 pickle.py:407(_Pickler)
       25    0.000    0.000    0.000    0.000 ipaddress.py:431(_ip_int_from_prefix)
        4    0.000    0.000    0.000    0.000 _parser.py:258(getwhile)
        1    0.000    0.000    0.000    0.000 core.py:264(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:5823(__init__)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
       24    0.000    0.000    0.000    0.000 dviread.py:221(<listcomp>)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       74    0.000    0.000    0.000    0.000 util.py:203(no_escape_re_range_char)
       31    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
       11    0.000    0.000    0.000    0.000 results.py:211(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method time.localtime}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1460(IPv4Network)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:441(_setdef)
        1    0.000    0.000    0.000    0.000 _triplot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:85(UUID)
        1    0.000    0.000    0.000    0.000 _enums.py:115(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:2289(XAxis)
        3    0.000    0.000    0.000    0.000 rcsetup.py:576(_validate_greaterequal0_lessequal1)
        1    0.000    0.000    0.000    0.000 _triangulation.py:8(Triangulation)
        4    0.000    0.000    0.000    0.000 <frozen _collections_abc>:78(_check_methods)
       36    0.000    0.000    0.000    0.000 <frozen _collections_abc>:315(__subclasshook__)
        1    0.000    0.000    0.000    0.000 datetime.py:893(date)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1577(_BaseV6)
       25    0.000    0.000    0.000    0.000 ipaddress.py:415(_check_int_address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2098(IPv6Interface)
       47    0.000    0.000    0.000    0.000 core.py:4266(<genexpr>)
       26    0.000    0.000    0.000    0.000 enum.py:442(<genexpr>)
       26    0.000    0.000    0.000    0.000 typing.py:2880(<genexpr>)
       10    0.000    0.000    0.000    0.000 _docstring.py:33(__init__)
       33    0.000    0.000    0.000    0.000 core.py:4563(recurse)
       12    0.000    0.000    0.000    0.000 legend_handler.py:62(__init__)
        3    0.000    0.000    0.000    0.000 six.py:119(_resolve)
        1    0.000    0.000    0.000    0.000 _secondary_axes.py:11(SecondaryAxis)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3176(ndim)
        2    0.000    0.000    0.000    0.000 core.py:3532(_generateDefaultName)
       17    0.000    0.000    0.000    0.000 results.py:260(__iter__)
       21    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _internal.py:240(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 threading.py:838(Thread)
       10    0.000    0.000    0.000    0.000 core.py:3685(parseImpl)
        1    0.000    0.000    0.000    0.000 backend_tools.py:896(ToolHelpBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:383(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 unicode.py:31(unicode_set)
       30    0.000    0.000    0.000    0.000 results.py:251(__contains__)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        8    0.000    0.000    0.000    0.000 dataclasses.py:820(_set_qualname)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 platform.py:778(uname_result)
      105    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       14    0.000    0.000    0.000    0.000 typing.py:904(__hash__)
        9    0.000    0.000    0.000    0.000 typing.py:1825(<genexpr>)
        7    0.000    0.000    0.000    0.000 typing.py:2412(get_origin)
        1    0.000    0.000    0.000    0.000 collections.py:961(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 font_manager.py:532(FontProperties)
        1    0.000    0.000    0.000    0.000 datetime.py:573(timedelta)
       33    0.000    0.000    0.000    0.000 __init__.py:78(<genexpr>)
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        4    0.000    0.000    0.000    0.000 six.py:85(_import_module)
        1    0.000    0.000    0.000    0.000 __init__.py:393(__getitem__)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 relativedelta.py:18(relativedelta)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
        1    0.000    0.000    0.000    0.000 widgets.py:3205(RectangleSelector)
        1    0.000    0.000    0.000    0.000 core.py:5076(ZeroOrMore)
        1    0.000    0.000    0.000    0.000 util.py:102(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:528(_check_time_fields)
        4    0.000    0.000    0.000    0.000 inspect.py:3059(<dictcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:1803(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 core.py:5260(SkipTo)
        5    0.000    0.000    0.000    0.000 core.py:6033(token_map)
        1    0.000    0.000    0.000    0.000 mathtext.py:48(__init__)
        1    0.000    0.000    0.000    0.000 dviread.py:1033(_LuatexKpsewhich)
        1    0.000    0.000    0.000    0.000 calendar.py:71(_localized_day)
        1    0.000    0.000    0.000    0.000 __init__.py:216(<dictcomp>)
       10    0.000    0.000    0.000    0.000 __init__.py:44(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:375(ScalarFormatter)
        1    0.000    0.000    0.000    0.000 tz.py:1545(__init__)
        2    0.000    0.000    0.000    0.000 tokenize.py:329(find_cookie)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1393(IPv4Interface)
        1    0.000    0.000    0.000    0.000 _binary.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:56(__init__)
       10    0.000    0.000    0.000    0.000 enum.py:792(__iter__)
        2    0.000    0.000    0.000    0.000 LebwohlLasher.py:47(plotdat)
        1    0.000    0.000    0.000    0.000 core.py:1329(make_mask_descr)
        1    0.000    0.000    0.000    0.000 six.py:493(Module_six_moves_urllib)
       10    0.000    0.000    0.000    0.000 enum.py:117(_iter_bits_lsb)
        1    0.000    0.000    0.000    0.000 colors.py:1216(Normalize)
        5    0.000    0.000    0.000    0.000 rcsetup.py:568(_validate_greaterthan_minushalf)
        1    0.000    0.000    0.000    0.000 ImagePalette.py:24(ImagePalette)
        1    0.000    0.000    0.000    0.000 six.py:236(create_module)
        1    0.000    0.000    0.000    0.000 ast.py:72(_convert_num)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       47    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
       51    0.000    0.000    0.000    0.000 shape_base.py:77(_atleast_2d_dispatcher)
        4    0.000    0.000    0.000    0.000 getlimits.py:709(max)
       33    0.000    0.000    0.000    0.000 version.py:452(_parse_letter_version)
        1    0.000    0.000    0.000    0.000 colors.py:665(Colormap)
        1    0.000    0.000    0.000    0.000 backend_managers.py:32(ToolManager)
        1    0.000    0.000    0.000    0.000 abc.py:14(ResourceReader)
        1    0.000    0.000    0.000    0.000 __init__.py:863(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 __init__.py:209(<dictcomp>)
        1    0.000    0.000    0.000    0.000 stackplot.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 index_tricks.py:310(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 ticker.py:1305(EngFormatter)
       23    0.000    0.000    0.000    0.000 deprecation.py:171(__set_name__)
        1    0.000    0.000    0.000    0.000 core.py:93(__compat__)
        6    0.000    0.000    0.000    0.000 six.py:131(__init__)
        1    0.000    0.000    0.000    0.000 art3d.py:844(Poly3DCollection)
       44    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       36    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
       13    0.000    0.000    0.000    0.000 typing.py:2938(_namedtuple_mro_entries)
       23    0.000    0.000    0.000    0.000 overrides.py:173(array_function_from_dispatcher)
        1    0.000    0.000    0.000    0.000 _enums.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 axis.py:523(Ticker)
        5    0.000    0.000    0.000    0.000 <frozen os>:818(fsdecode)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 parse.py:152(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 bz2.py:26(BZ2File)
        1    0.000    0.000    0.000    0.000 core.py:3664(__init__)
        4    0.000    0.000    0.000    0.000 core.py:5106(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 collections.py:1378(LineCollection)
        1    0.000    0.000    0.000    0.000 cm.py:385(ScalarMappable)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 _tight_bbox.py:1(<module>)
        8    0.000    0.000    0.000    0.000 relativedelta.py:13(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
       18    0.000    0.000    0.000    0.000 __init__.py:190(change_key)
        1    0.000    0.000    0.000    0.000 colors.py:97(ColorSequenceRegistry)
        1    0.000    0.000    0.000    0.000 functools.py:841(_is_union_type)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1090(TimerBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:73(ToolBase)
        1    0.000    0.000    0.000    0.000 tz.py:1036(tzstr)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
       12    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
        7    0.000    0.000    0.000    0.000 dataclasses.py:327(__set_name__)
        1    0.000    0.000    0.000    0.000 threading.py:389(notify_all)
        4    0.000    0.000    0.000    0.000 {built-in method nt._path_normpath}
       14    0.000    0.000    0.000    0.000 enum.py:229(__set_name__)
        1    0.000    0.000    0.000    0.000 core.py:3173(QuotedString)
        1    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1315(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        8    0.000    0.000    0.000    0.000 core.py:4983(stopOn)
        1    0.000    0.000    0.000    0.000 backend_bases.py:3365(_Backend)
        1    0.000    0.000    0.000    0.000 gridspec.py:531(SubplotSpec)
        1    0.000    0.000    0.000    0.000 axis.py:33(<listcomp>)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        2    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
       26    0.000    0.000    0.000    0.000 dataclasses.py:425(<genexpr>)
       30    0.000    0.000    0.000    0.000 function_base.py:19(_linspace_dispatcher)
       21    0.000    0.000    0.000    0.000 core.py:3780(recurse)
       22    0.000    0.000    0.000    0.000 core.py:3514(<genexpr>)
       24    0.000    0.000    0.000    0.000 dviread.py:188(_dispatch)
        1    0.000    0.000    0.000    0.000 rrule.py:1418(_rrulestr)
       30    0.000    0.000    0.000    0.000 fromnumeric.py:3172(_ndim_dispatcher)
        1    0.000    0.000    0.000    0.000 PngImagePlugin.py:345(PngStream)
        1    0.000    0.000    0.000    0.000 textpath.py:20(TextToPath)
       24    0.000    0.000    0.000    0.000 patches.py:2265(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:933(clear)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 patches.py:2204(_Style)
        1    0.000    0.000    0.000    0.000 axis3d.py:740(YAxis)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:439(LibraryLoader)
        1    0.000    0.000    0.000    0.000 __init__.py:1067(StreamHandler)
       30    0.000    0.000    0.000    0.000 core.py:4278(<genexpr>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:595(DrawingArea)
       17    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        8    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        1    0.000    0.000    0.000    0.000 rcsetup.py:131(_validate_date)
        1    0.000    0.000    0.000    0.000 ticker.py:198(Formatter)
       34    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
       12    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        5    0.000    0.000    0.000    0.000 typing.py:2230(runtime_checkable)
        2    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
        1    0.000    0.000    0.000    0.000 threading.py:822(_maintain_shutdown_locks)
        1    0.000    0.000    0.000    0.000 core.py:6340(mvoid)
        1    0.000    0.000    0.000    0.000 __init__.py:1432(Logger)
        1    0.000    0.000    0.000    0.000 core.py:2486(Keyword)
        1    0.000    0.000    0.000    0.000 widgets.py:2177(_SelectorWidget)
        1    0.000    0.000    0.000    0.000 ast.py:67(_raise_malformed_node)
        1    0.000    0.000    0.000    0.000 _globals.py:52(__new__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1135(_BaseV4)
       26    0.000    0.000    0.000    0.000 core.py:4277(<genexpr>)
        1    0.000    0.000    0.000    0.000 spines.py:522(Spines)
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:362(__subclasshook__)
        5    0.000    0.000    0.000    0.000 version.py:76(__lt__)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 collections.py:1565(EventCollection)
        1    0.000    0.000    0.000    0.000 __init__.py:1792(__init__)
        1    0.000    0.000    0.000    0.000 transforms.py:1685(TransformWrapper)
        1    0.000    0.000    0.000    0.000 _base.py:210(_process_plot_var_args)
        5    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
       38    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
       42    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 tempfile.py:840(TemporaryDirectory)
       10    0.000    0.000    0.000    0.000 rcsetup.py:374(validate_fontweight)
        1    0.000    0.000    0.000    0.000 transforms.py:1884(Affine2D)
        1    0.000    0.000    0.000    0.000 _afm.py:358(AFM)
        1    0.000    0.000    0.000    0.000 tz.py:386(tzfile)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        4    0.000    0.000    0.000    0.000 dataclasses.py:410(<listcomp>)
       12    0.000    0.000    0.000    0.000 typing.py:458(__repr__)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1458(DraggableBase)
        2    0.000    0.000    0.000    0.000 legend_handler.py:319(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
       15    0.000    0.000    0.000    0.000 results.py:448(<lambda>)
        1    0.000    0.000    0.000    0.000 image.py:848(AxesImage)
